Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Material (product.metafields.custom.material),Product Specifications (product.metafields.custom.product_specifications),Backrest type (product.metafields.shopify.backrest-type),Color (product.metafields.shopify.color-pattern),Furniture/Fixture features (product.metafields.shopify.furniture-fixture-features),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Outdoor furniture items included (product.metafields.shopify.outdoor-furniture-items-included),Plant name (product.metafields.shopify.plant-name),Seat structure (product.metafields.shopify.seat-structure),Seat type (product.metafields.shopify.seat-type),Tabletop shape (product.metafields.shopify.tabletop-shape),Upholstery material (product.metafields.shopify.upholstery-material),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
mystic-courtyard-chair,Mystic Chair,"<p><span data-sheets-root=""1"">Inspired by the mystics of English culture, this rope chair is made with high-quality PE rope and an aluminum frame. This piece of garden furniture is both sturdy and stylish, making it perfect for yards, home gardens, and vacation homes. It features quick zip and waterproof cushions for added convenience and comfort. This rope chair is rust-proof and requires minimal maintenance, ensuring it withstands harsh sunlight and dust without any damage.</span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<!---->",Great Outdoor,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,"",chair,true,Title,Default Title,,,,,,,,'100,0.0,shopify,continue,manual,14000.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/34.png?v=1730884937,1,"",false,,,Rope,"• Dimensions L x B x H: 58cm X 53cm x 76cm 

•  100% Aluminum Frame 

• Light weight & Rust free 

• Weather-proof | Washable 

• 6mm PE Cane  - Elegance Brown  

• Five-Year Cane Colour Warranty*",hard,gray,,aluminum; cotton,,,grid,strap,,,,,,,,kg,,6500.00,active
mystic-courtyard-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/35.png?v=1730884937,2,"",,,,,,,,,,,,,,,,,,,,,,,,
mystic-courtyard-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/MysticCourtyardChair1.png?v=1740728722,3,"",,,,,,,,,,,,,,,,,,,,,,,,
mystic-courtyard-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/MysticCourtyardChair3.png?v=1740728722,4,"",,,,,,,,,,,,,,,,,,,,,,,,
mystic-courtyard-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/33.png?v=1740728722,5,"",,,,,,,,,,,,,,,,,,,,,,,,
zebra-chic-chair,Zebra Chic Chair,"<p><span data-sheets-root=""1"">Add a touch of wilderness to your furniture with the zebra-inspired weave that provides a blend of comfort and style to the outdoors. This PE cane chair adds a modest touch to your collection of garden furniture. As it sustains UV rays and protects itself from dust and heat, it is an ideal choice for the landscapes of your home. It can be cleaned with a damp cloth and easily moved around. You can pair this piece with our Zebra Savvy Table and Zebra Luxe Sofa for an ideal garden set.</span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<!---->",Great Outdoor,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,"",chair,true,Zebra Weave,Signal White & Graphite Black,,,,,,,,'100,0.0,shopify,continue,manual,12200.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/84.png?v=1730886193,1,"",false,,,Cane,"• Dimensions L x B x H: 50cm X 55cm x 86cm 

•  100% Aluminum Frame with Wooden Polish

• Light weight & Rust free 

• Weather-proof | Washable 

• 6mm PE Cane  - White & Brown

• Five-Year Cane Colour Warranty*",,striped; black; brown; animal,,pine-wood,,,wicker; solid,flat,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/Agora_1.png?v=1737095487,kg,,5500.00,active
zebra-chic-chair,,,,,,,,,Honeywicker & Graphite Black,,,,,,,,'100,0.0,shopify,continue,manual,12200.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/85.png?v=1730886193,2,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/Agora.png?v=1737095314,kg,,5500.00,
zebra-chic-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/86.png?v=1730886192,3,"",,,,,,,,,,,,,,,,,,,,,,,,
zebra-chic-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/ZebraChicChair4.png?v=1722774660,4,"",,,,,,,,,,,,,,,,,,,,,,,,
zebra-chic-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/ZebraChicChair1.png?v=1722774660,5,"",,,,,,,,,,,,,,,,,,,,,,,,
zebra-chic-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/ZebraChicChair2.png?v=1722774660,6,"",,,,,,,,,,,,,,,,,,,,,,,,
zebra-chic-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/Agora.png?v=1737095314,7,"",,,,,,,,,,,,,,,,,,,,,,,,
zebra-chic-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/Agora_1.png?v=1737095487,8,"",,,,,,,,,,,,,,,,,,,,,,,,
zebra-savvy-table,Zebra Savvy Table,"<p><span data-sheets-root=""1"">Add a touch of wilderness to your furniture with the zebra-inspired weave that provides a blend of comfort and style to the outdoors. This PE cane sofa adds a modest touch to your collection of garden furniture. As it sustains UV rays and protects itself from dust and heat, it is an ideal choice for the landscapes of your home. It can be cleaned with a damp cloth and easily moved around. You can pair this piece with our Zebra Zen Chairs and Zebra Luxe Sofa for a contemporary waterproof furniture set. Customizable from round to square or rectangle, choose from the sizes mentioned below.</span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<!---->",Great Outdoor,Furniture > Outdoor Furniture > Outdoor Tables,"",Table,true,Title,Default Title,,,,,,,,'100,0.0,shopify,continue,manual,10500.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/90.png?v=1730886330,1,"",false,,,Cane,"• Dimensions L x B x H: 55cm X 55cm x 60cm 

•  100% Aluminum Frame 

• Light weight & Rust free 

• Weather-proof | Washable 

• 6mm PE Cane  - White & Black Ribbed

• Five-Year Cane Colour Warranty*",,black; animal; geometric,,,,,,,,,,,,,,kg,,4500.00,active
zebra-savvy-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/91.png?v=1730886330,2,"",,,,,,,,,,,,,,,,,,,,,,,,
zebra-savvy-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/ZebraSavvyTable2.png?v=1722772436,3,"",,,,,,,,,,,,,,,,,,,,,,,,
zebra-savvy-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/ZebraSavvyTable3.png?v=1722772436,4,"",,,,,,,,,,,,,,,,,,,,,,,,
zebra-zen-chair,Zebra Zen Chair,"<p><span data-sheets-root=""1"">Add a touch of wilderness to your furniture with the zebra-inspired weave that provides a blend of comfort and style to the outdoors. This PE cane chair adds a modest touch to your collection of garden furniture. As it sustains UV rays and protects itself from dust and heat, it is an ideal choice for the landscapes of your home. It can be cleaned with a damp cloth and easily moved around. You can pair this piece with our Zebra Savvy Table and Zebra Luxe Sofa for a contemporary waterproof furniture set.</span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<!---->",Great Outdoor,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,"",chair,true,Title,Default Title,,,,,,,,'100,0.0,shopify,continue,manual,11000.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/93.png?v=1730886361,1,"",false,,,Cane,"• Dimensions L x B x H: 63cm X 48cm x 80cm

• Wooden Finish on 100%
Aluminum Frame

• Light weight & Rust free

• Weather-proof | Washable

• 6mm PE Cane - Zebra 

• Five-Year Cane Colour Warranty*",strap,beige; striped; black,,metal; fabric,,,grid,strap,,,,,,,,kg,,5500.00,active
zebra-zen-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/94.png?v=1730886361,2,"",,,,,,,,,,,,,,,,,,,,,,,,
zebra-zen-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/92.png?v=1740726334,3,"",,,,,,,,,,,,,,,,,,,,,,,,
zebra-zen-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/ZebraZenChair5.png?v=1740726334,4,"",,,,,,,,,,,,,,,,,,,,,,,,
zebra-luxe-sofa,Zebra Luxe Sofa,"<p><span data-sheets-root=""1"">Add a touch of wilderness to your furniture with the zebra-inspired weave that provides a blend of comfort and style to the outdoors. This PE cane sofa adds a modest touch to your collection of garden furniture. As it sustains UV rays and protects itself from dust and heat, it is an ideal choice for the landscapes of your home. It can be cleaned with a damp cloth and easily moved around. You can pair this piece with our Zebra Savvy Table and Zebra Zen Cane chairs for an ideal garden set.</span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<!---->",Great Outdoor,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Sofas,"",sofa,true,Title,Default Title,,,,,,,,'100,0.0,shopify,continue,manual,22500.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/88.png?v=1730886240,1,"",false,,,Cane,"• Dimensions L x B x H: 129cm X 55cm x 80cm 

•  100% Aluminum Frame 

• Light weight & Rust free 

• Weather-proof | Washable 

• 6mm PE Cane  - Elegance Brown  

• Five-Year Cane Colour Warranty*",,striped,,,,,,,,,,,,,,kg,,9500.00,active
zebra-luxe-sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/89.png?v=1730886241,2,"",,,,,,,,,,,,,,,,,,,,,,,,
zebra-luxe-sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/87.png?v=1730886240,3,"",,,,,,,,,,,,,,,,,,,,,,,,
zebra-luxe-sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/ZebraLuxeSofa3.png?v=1722770260,4,"",,,,,,,,,,,,,,,,,,,,,,,,
swirl-haven-table,Hollow Haven Table,"<p><span data-sheets-root=""1"">Made with high-quality and waterproof cane, this table is designed to ensure that it remains sturdy and intact even in harsh weather conditions. This is a perfect addition to the Hallow Haven Chair set. Its well-proportioned design ensures that it is both functional and stylish. This piece adds an extra edgy-swirl to your luxury outdoor furniture haven.</span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<!---->",Great Outdoor,Furniture > Outdoor Furniture > Outdoor Tables,"",Table,true,Title,Default Title,,,,,,,,'100,0.0,shopify,continue,manual,21000.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/64.png?v=1730885829,1,"",false,,,Cane,"• Dimensions L x B x H: 76cm X 76cm x 50cm 

•  100% Aluminum Frame 

• Light weight & Rust free 

• Weather-proof | Washable 

• 6mm PE Cane  - Elegance Brown  

• Five-Year Cane Colour Warranty*",,black,,wood,,,,,,,,,,,,kg,,9500.00,active
swirl-haven-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/65.png?v=1730885829,2,"",,,,,,,,,,,,,,,,,,,,,,,,
swirl-haven-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/SwirlHavenTable1.png?v=1722769979,3,"",,,,,,,,,,,,,,,,,,,,,,,,
hollow-haven-chair,Hollow Haven Chair,"<p><span data-sheets-root=""1"">A blend of innovative and robust design, this cane-weaved chair is a versatile choice for various outdoor gatherings and can sustain harsh weather conditions. Easy to clean, this cane chair ensures longevity with minimal effort and care. It is ideal for enhancing your patio or deck when paired with our Swirl Haven Table.</span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<!---->",Great Outdoor,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,"",chair,true,Title,Default Title,,,,,,,,'100,0.0,shopify,continue,manual,27500.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/25.png?v=1730884404,1,"",false,,,Cane,"• Dimensions L x B x H: 80cm X 60cm x 80cm 

•  100% Aluminum Frame 

• Light weight & Rust free 

• Weather-proof | Washable 

• 6mm PE Cane  - Elegance Brown  

• Five-Year Cane Colour Warranty*",,,,wicker,,,,,,,,,,,,kg,,12500.00,active
hollow-haven-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/24.png?v=1730884404,2,"",,,,,,,,,,,,,,,,,,,,,,,,
hollow-haven-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/26.png?v=1730884404,3,"",,,,,,,,,,,,,,,,,,,,,,,,
hollow-haven-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/HollowHavenChair1.png?v=1722767797,4,"",,,,,,,,,,,,,,,,,,,,,,,,
hollow-haven-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/ChatGPT_Image_Apr_3_2025_08_45_41_AM.png?v=1743650246,5,"",,,,,,,,,,,,,,,,,,,,,,,,
shino-stackable-chair,Shino Stackable Chair,"<p><span data-sheets-root=""1"">Designed for modern spaces and smart setups, these chairs are made of PE cane, known for its remarkable durability and warranty. Lightweight yet sturdy, they withstand exposure to sunlight without any damage for up to 5 years. Plus, they are stackable for easy storage, freeing up extra space when needed.</span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<!---->",Great Outdoor,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,"",chair,true,Title,Default Title,,,,,,,,'100,0.0,shopify,continue,manual,10200.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/59.png?v=1730885408,1,"",false,,,Cane,"• Dimensions L x B x H: 55cm X 48cm x 90cm 

•  100% Aluminum Frame 

• Light weight & Rust free 

• Weather-proof | Washable 

• 6mm PE Cane  - Elegance Brown  

• Five-Year Cane Colour Warranty*",,brown,,,,,,,,,,,,,,kg,,4500.00,active
shino-stackable-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/61.png?v=1730885408,2,"",,,,,,,,,,,,,,,,,,,,,,,,
shino-stackable-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/60.png?v=1730885408,3,"",,,,,,,,,,,,,,,,,,,,,,,,
shino-stackable-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/58.png?v=1730885408,4,"",,,,,,,,,,,,,,,,,,,,,,,,
aurora-black-table,Aurora Black Table,"<p><span data-sheets-root=""1"">Inspired by the northern skies, this table features a stone-like tabletop crafted from cellulose fiber and resin. Its aluminum legs provide perfect sturdiness and a wood-like finish. Rust-free and stain-resistant, this table is easy to clean and is ideal for outdoor use, enhancing any landscape. Perfect for laid-back evenings and quality time with loved ones, it offers both durability and style.</span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<!---->",Great Outdoor,Furniture > Outdoor Furniture > Outdoor Tables,"","featured, Table",false,Choice of Table Top,ADVIKA,,,,,,,,"",0.0,shopify,continue,manual,100.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/1_7c7a16e2-0f3d-4c8c-b9b7-56e530c7d213.png?v=1730883683,1,"",false,,,,,,black,,aluminum; resin,,,,,,,,,,,,kg,,,draft
aurora-black-table,,,,,,,,,CANYON MONUMENT OAK,,,,,,,,"",0.0,shopify,continue,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/2_11008c28-a200-4049-b46f-13b6b6f162c9.png?v=1730883683,2,"",,,,,,,,,,,,,,,,,,,,,kg,,,
aurora-black-table,,,,,,,,,DELANO EICHE,,,,,,,,"",0.0,shopify,continue,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/go-07.png?v=1730976945,3,"",,,,,,,,,,,,,,,,,,,,,kg,,,
aurora-black-table,,,,,,,,,ALOE WOOD,,,,,,,,"",0.0,shopify,continue,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/AuroraBlackTableGOp5.jpg?v=1728981896,4,"",,,,,,,,,,,,,,,,,,,,,kg,,,
aurora-black-table,,,,,,,,,COSMIC NERO,,,,,,,,"",0.0,shopify,continue,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
aurora-black-table,,,,,,,,,GREY CASPIO,,,,,,,,"",0.0,shopify,continue,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
aurora-black-table,,,,,,,,,JARAMA ELM,,,,,,,,"",0.0,shopify,continue,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
aurora-black-table,,,,,,,,,LIGHT AGRIPINA,,,,,,,,"",0.0,shopify,continue,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
aurora-black-table,,,,,,,,,NEW COLOR RANGE,,,,,,,,"",0.0,shopify,continue,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
aurora-black-table,,,,,,,,,ONYX,,,,,,,,"",0.0,shopify,continue,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
aurora-black-table,,,,,,,,,POMPEU SLATE,,,,,,,,"",0.0,shopify,continue,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
aurora-black-table,,,,,,,,,TIVOLI,,,,,,,,"",0.0,shopify,continue,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
aurora-black-table,,,,,,,,,VENETO,,,,,,,,"",0.0,shopify,continue,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
aurora-black-table,,,,,,,,,VENTO MARBLE,,,,,,,,"",0.0,shopify,continue,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
bohemian-breeze-chair,Bohemian Chair,"<p><span data-sheets-root=""1"">The Bohemian Breeze chair is inspired by the named culture. Made with an aluminum frame and supreme quality cane with a check pattern weave, it is designed to provide full comfort yet an elegant posture to the sitter. The aluminum frame is finished with a wooden polish for the outdoors, making it a rust-free and lightweight chair fit for your balconies, gardens, or patio.</span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<!---->",Great Outdoor,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,"",chair,true,Title,Default Title,,,,,,,,'100,0.0,shopify,continue,manual,10500.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/3_f4bec0f2-0646-443b-ba67-49f242c02e33.png?v=1730883860,1,"",false,,,Cane,"• Dimensions L x B x H: 45cm X 43cm x 88cm

• Wooden Finish on 100%
Aluminum Frame

• Light weight & Rust free

• Weather-proof | Washable

• 6mm PE Cane - Zebra 

• Five-Year Cane Colour Warranty*",,,,,,,,,,,,,,,,kg,,5000.00,active
bohemian-breeze-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/4_7296764e-141b-4647-98b6-2103462637d6.png?v=1730883860,2,"",,,,,,,,,,,,,,,,,,,,,,,,
bohemian-breeze-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/5_5ae640dd-bd41-47e4-8c41-ec0926fc9f68.png?v=1730883860,3,"",,,,,,,,,,,,,,,,,,,,,,,,
bohemian-breeze-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/BohemianBreezeChair3.png?v=1722763642,4,"",,,,,,,,,,,,,,,,,,,,,,,,
bohemian-breeze-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/BohemianBreezeChair7.png?v=1722763642,5,"",,,,,,,,,,,,,,,,,,,,,,,,
bohemian-breeze-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/BohemianBreezeChair9.png?v=1722763642,6,"",,,,,,,,,,,,,,,,,,,,,,,,
bohemian-breeze-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/BohemianBreezeChair10.png?v=1722763642,7,"",,,,,,,,,,,,,,,,,,,,,,,,
